reading_id,span_id,book,chapter,verse_ref,corpus,genre,passage_id,anchor,lemma,strongs,morph,pos,stem,surface_en,hebrew_form,translit,translit_conf,char_key,ib_char,base_gloss,read_sense_variants,esv_words,family,cluster,cluster_all,same_as,role_provenance,char_candidate_tag,lemma_freq_book,ib_instance_count,sense,type,source,seat,bearer,operation,target,object_kind,manner,intensity,specifier,effect,coupling,prohibition,reading,discovery_flag,role,locus,direction,verse_text
H7563:wick#262758,262758,20,11,Pro 11:18,OT,poetic/wisdom,3920,1,H7563,H7563,HNcmsa,noun,,wicked,,,none,H7563:wick,wicked,wicked,"wickedness — the guilty who are cut off from the land | wickedness — the wicked whose ruin need not be feared | wickedness — the wicked, whose house draws the curse | wickedness — the wicked whose path is to be shunned | wickedness — the wicked whose way is deep darkness | wickedness — the wicked, trapped by his own evil | wickedness — the wicked whose reproof brings injury | wickedness — whose mouth conceals violence | wickedness — whose gain leads to sin | wickedness — whose heart is of little worth",wicked,wickedness-ungodliness,,,267017|267619|267697|267799|267823|268024|268758|262627|262668|262675|262481|262519|262555|262579|262587|262606|262612|262631|262647|262882|262901|262704|262714|262807|262868|263088|263091|263098|262924|262934|263016|263052|263272|263301|263179|263251|263319|263377|263487|263785|263795|263802|263718|263724|264017|264109|264182|264387|264573|264995|265264|265283|265087|265106|265108|265149|265223|265236|265774|302400|266121|266098|266519|266700|266547|266570|266682|266827|266775|266792,read-2026,Reg 57 evil,64,71,wickedness — who earns deceptive wages,disposition,ABSENT,NONE,the wicked,the wicked whose earnings are illusory and deceptive,his deceptive wage (262760),other,NONE,ABSENT,ABSENT,ABSENT,welded to the illusory reward it earns,ABSENT,"rasha — 'the WICKED earns deceptive wages'; the wicked's gain is a lie that will not last, unlike the sure reward of righteousness.",present,characteristic,internal:ib-state,ABSENT,"Pro 11:18 The wicked earns deceptive wages , but one who sows righteousness gets a sure reward ."
H8267:deceptiv#262760,262760,20,11,Pro 11:18,OT,poetic/wisdom,3920,1,H8267,H8267,HNcmsa,noun,,deceptive,,sheqer,head,H8267:deceptiv,deceptive,deception,deceit — the wicked's illusory wage,deceptive,wickedness-ungodliness,,,,read-2026,Reg 40 deceit,17,1,deceit — the wicked's illusory wage,disposition,ABSENT,NONE,the wicked,"the deceptive, false wage that the wicked's work yields",the wicked who earns it (262758),person,NONE,ABSENT,ABSENT,ABSENT,welded to the wickedness that earns it,ABSENT,"sheqer (falsehood/deceit) — 'DECEPTIVE wages'; the wicked's reward is a false one, evaporating. Gain that betrays.",absent,characteristic,internal:ib-state,ABSENT,"Pro 11:18 The wicked earns deceptive wages , but one who sows righteousness gets a sure reward ."
H6666:righteousnes#262763,262763,20,11,Pro 11:18,OT,poetic/wisdom,3920,1,H6666,H6666,HNcfsa,noun,,righteousness,,tsedaqah,head,H6666:righteousnes,righteousness,righteousness,"righteousness — Wisdom's truest endowment | righteousness — the way Wisdom walks | righteousness — delivers from death | righteousness — sown for a sure reward | righteousness — steadfast, leading to life | righteousness — which delivers from death | righteousness — of the blameless, keeping his way straight | righteousness — of the upright, which delivers them | righteousness — whose path is life | righteousness — which guards the blameless","righteousness, Righteousness",righteousness-integrity,,,268520|268538|262547|262875|262878|262885|262767|263064|263275|263500|263807|264047|263839|265245|265180|265184,read-2026,Reg 139 righteousness,13,17,righteousness — sown for a sure reward,disposition,ABSENT,NONE,the righteous sower,"the righteousness that, sown, yields a sure and true reward",the sure reward (262764),other,NONE,ABSENT,ABSENT,ABSENT,welded to the reliable reward it earns,ABSENT,"tsedaqah (righteousness) — 'one who sows RIGHTEOUSNESS gets a sure reward'; righteous action is seed that yields a reliable harvest, against the wicked's deceptive wage.",present,characteristic,internal:ib-state,ABSENT,"Pro 11:18 The wicked earns deceptive wages , but one who sows righteousness gets a sure reward ."
H0571:sure#262764,262764,20,11,Pro 11:18,OT,poetic/wisdom,3920,1,H0571I,H0571,HNcfsa,noun,,sure,,emet,head,H0571:sure,sure,truth: faithful; truth: true; truth: certain,sureness — the reliable reward of righteousness,sure,faith-faithfulness-truth,,,,read-2026,Reg 60 faithfulness,1,1,sureness — the reliable reward of righteousness,state,ABSENT,NONE,the righteous sower,"the sure, true/faithful reward that righteousness yields",the righteousness that earns it (262763),abstraction,NONE,ABSENT,ABSENT,ABSENT,welded to the righteousness whose reward it is,ABSENT,"emet (truth/faithfulness/reliability) — 'a SURE reward'; the harvest of righteousness is dependable, true, where the wicked's is deceptive.",absent,characteristic,internal:ib-state,ABSENT,"Pro 11:18 The wicked earns deceptive wages , but one who sows righteousness gets a sure reward ."
H6666:righteousnes#262767,262767,20,11,Pro 11:19,OT,poetic/wisdom,3920,0,H6666,H6666,HNcfsa,noun,,righteousness,,,none,H6666:righteousnes,righteousness,righteousness,"righteousness — Wisdom's truest endowment | righteousness — the way Wisdom walks | righteousness — delivers from death | righteousness — sown for a sure reward | righteousness — steadfast, leading to life | righteousness — which delivers from death | righteousness — of the blameless, keeping his way straight | righteousness — of the upright, which delivers them | righteousness — whose path is life | righteousness — which guards the blameless","righteousness, Righteousness",righteousness-integrity,,,268520|268538|262547|262875|262878|262885|262763|263064|263275|263500|263807|264047|263839|265245|265180|265184,read-2026,Reg 139 righteousness,13,17,"righteousness — steadfast, leading to life",disposition,ABSENT,NONE,the righteous,the steadfast righteousness that leads to life,the evil that leads to death (262770),abstraction,NONE,ABSENT,ABSENT,ABSENT,set against the pursuit of evil that ends in death,ABSENT,"tsedaqah — 'whoever is steadfast in RIGHTEOUSNESS will live'; firm righteousness is life-directed, the antithesis of the deadly pursuit of evil.",absent,characteristic,internal:ib-state,ABSENT,"Pro 11:19 Whoever is steadfast in righteousness will live , but he who pursues evil will die ."
H7451:evil#262770,262770,20,11,Pro 11:19,OT,poetic/wisdom,3920,0,H7451I,H7451,HNcfsa,noun,,evil,,ra,head,H7451:evil,evil,bad: harmful; distress: harm; distress: evil; bad: evil,evil — the moral wrong the wicked eagerly pursue | evil — the way from which one is delivered | evil — the doing in which they rejoice | evil — its perverseness their delight | evil — to be turned away from | evil — the evildoers whose way is not to be walked | evil — that from which the foot is to be turned | evil — what the perverse heart continually devises | evil — the destination the feet run to | evil — the evil woman from whom the teaching preserves,evil,wickedness-ungodliness,,,264683|266952|266966|266969|267745|267803|267893|268118|268144|268183|262832|262941|263373|263733|263956|263987|264092|264094|308561|265704|302396|302580|266909,read-2026,Reg 57 evil,8,24,evil — pursued to death,disposition,ABSENT,NONE,the evildoer,"the evil that a man pursues, which leads him to death",steadfast righteousness (262767),abstraction,NONE,ABSENT,ABSENT,ABSENT,set against the righteousness that leads to life,ABSENT,ra (evil) — 'he who pursues EVIL will die'; the eager pursuit of evil is a pursuit of death. Desire's direction decides destiny.,absent,characteristic,internal:ib-state,ABSENT,"Pro 11:19 Whoever is steadfast in righteousness will live , but he who pursues evil will die ."
H3820:heart#262780,262780,20,11,Pro 11:20,OT,poetic/wisdom,3921,1,H3820A,H3820,HNcmsa,noun,,heart,,leb,head,H3820:heart,heart,heart,"the heart — the seat wisdom enters | the heart — the inner faculty inclined toward understanding | the heart — commanded to keep the commandments | the heart — the tablet on which they are written | the heart — the whole of it given to trust | the heart — the wellspring of life, to be guarded above all | the heart — commanded to hold fast the words | the heart — the seat that despised reproof | the heart — the seat that devises evil and sows discord | the heart — devising wicked plans","heart, hearts, heart, heart",inner-seat-heart-soul-spirit,,,267001|266942|267510|267669|267725|267903|267857|267972|268116|268137|268154|268425|268322|268395|262678|262554|262849|263006|263031|263043|263144|263310|263333|263339|263474|263792|263586|263590|263593|263606|263713|263738|263809|264022|264052|263910|263924|264159|264175|264298|264310|264587|265037|265069|265077|265262|265321|265371|265683|265512|265533|265536|265545|265564|302562|265651|265800|265783|266117|302581|266277|266513|302586|266563,read-2026,Reg 183 heart,64,65,the crooked heart — abomination to the LORD,seat,ABSENT,NONE,the crooked-hearted,the crooked/twisted heart that the LORD detests,God's abomination of it (262781),god,NONE,ABSENT,ABSENT,ABSENT,welded to the divine revulsion it draws,ABSENT,leb (heart) with iqqesh (crooked) — 'those of CROOKED heart are an abomination to the LORD'; the twistedness of the inner life is what God abhors. Character at the level of the heart. The ABOMINATION (toebah) is the qualifier.,absent,characteristic,internal:ib-state,ABSENT,"Pro 11:20 Those of crooked heart are an abomination to the Lord , but those of blameless ways are his delight ."
H8549:blameles#262783,262783,20,11,Pro 11:20,OT,poetic/wisdom,3921,1,H8549H H9023,H8549,HAampc HSp3ms,adjective,,blameless,,tamim,head,H8549:blameles,blameless,unblemished; unblemished: blameless; unblemished: complete; unblemished: Thummim,"blamelessness — those of blameless ways, God's delight | blamelessness — whose righteousness keeps his way straight | blamelessness — that inherits good while the seducer falls",blameless,righteousness-integrity,,,262879|266533,read-2026,Reg 125 purity,1,3,"blamelessness — those of blameless ways, God's delight",disposition,ABSENT,NONE,the blameless,"the blameless/whole in their ways, in whom the LORD delights",God's delight in them (262785),god,NONE,ABSENT,ABSENT,ABSENT,welded to the divine favour they draw,ABSENT,"tamim (blameless/whole) — 'those of BLAMELESS ways are his delight'; wholeness of way draws God's favour, the bright antithesis to the crooked heart.",absent,characteristic,internal:ib-state,ABSENT,"Pro 11:20 Those of crooked heart are an abomination to the Lord , but those of blameless ways are his delight ."
H7522:delight#262785,262785,20,11,Pro 11:20,OT,poetic/wisdom,3921,1,H7522 H9002,H7522,HNcmsc HC,noun,,delight,,ratson,head,H7522:delight,delight,acceptance,"divine favour — the LORD delights in a just weight | divine favour — the LORD delights in the blameless | divine favour — the LORD delights in the faithful | delight — the king's, in righteous lips",delight,desire-longing-appetite,,,262698|263026|263842,read-2026,emergent-read-2026,2,4,divine favour — the LORD delights in the blameless,affect,ABSENT,NONE,the LORD,the LORD's delight/favour toward those of blameless ways,(the blameless he delights in),god,NONE,ABSENT,ABSENT,ABSENT,the divine pleasure in wholeness of way,ABSENT,"ratson (favour/delight) — 'are his DELIGHT'; God's pleasure in the blameless, set against his abhorrence of the crooked heart. Emergent, external:god — the divine valuation of integrity.",present,characteristic,external:god,ABSENT,"Pro 11:20 Those of crooked heart are an abomination to the Lord , but those of blameless ways are his delight ."
H7451:evilperson#262788,262788,20,11,Pro 11:21,OT,poetic/wisdom,3922,1,H7451H,H7451,HAamsa,adjective,,evil person,,ra,head,H7451:evilperson,evil person,bad: harmful; distress: harm; distress: evil; bad: evil,evil — who will not go unpunished,evil person,wickedness-ungodliness,,,,read-2026,Reg 57 evil,8,1,evil — who will not go unpunished,disposition,ABSENT,NONE,the evil person,the evildoer who will surely not escape punishment,the delivered righteous seed (262792),person,NONE,ABSENT,ABSENT,ABSENT,set against the righteous whose offspring is delivered,ABSENT,"ra (evil/evildoer) — 'an EVIL person will not go unpunished'; the certainty of the evildoer's judgement ('hand to hand'), against the deliverance of the righteous line.",present,characteristic,internal:ib-state,ABSENT,"Pro 11:21 Be assured , an evil person will not go unpunished , but the offspring of the righteous will be delivered ."
H6662:righteou#262792,262792,20,11,Pro 11:21,OT,poetic/wisdom,3922,1,H6662,H6662,HAampa,adjective,,righteous,,,none,H6662:righteou,righteous,righteous,"the righteous — whose paths one keeps to | righteousness — the righteous, whose dwelling is blessed | righteousness — the righteous whose path brightens toward full day | righteousness — the righteous who increases in learning | righteousness — whose mouth is a fountain of life | righteousness — whose wage leads to life | righteousness — whose tongue is choice silver | righteousness — whose lips feed many | righteousness — whose desire is granted | righteousness — established forever",righteous,righteousness-integrity,,,267009|267700|267814|268774|262623|262666|262672|262477|262515|262551|262558|262583|262590|262609|262628|262636|262643|262898|262910|262701|262803|262839|262857|262864|263074|263085|263102|262919|262939|262946|263015|263048|263269|263298|263221|263231|263246|263379|263490|263780|263714|263727|264111|264204|264390|265051|265129|265151|265218|265595|265764|265770|266524|266543|266687|266796,read-2026,Reg 139 righteousness,48,57,righteousness — whose offspring is delivered,disposition,ABSENT,NONE,the righteous,the righteous whose descendants are delivered,the unpunished-not evil (262788),other,NONE,ABSENT,ABSENT,ABSENT,set against the evildoer who cannot escape,ABSENT,tsaddiq — 'the offspring of the RIGHTEOUS will be delivered'; righteousness secures not only oneself but one's descendants. Character blesses the line.,present,characteristic,internal:ib-state,ABSENT,"Pro 11:21 Be assured , an evil person will not go unpunished , but the offspring of the righteous will be delivered ."
