"reference","position","surface","strong_variant","morph_code"
"Gen 15:5","20","said","H0853","HTo"
"Gen 15:7","19","land","H0853","HTo"
"Gen 15:18","17","land","H0853","HTo"
"Gen 17:9","9","covenant","H0853","HTo"
"Gen 17:15","10","name","H0853","HTo"
"Gen 17:19","12","name","H0853","HTo"
"Gen 17:19","17","covenant","H0853","HTo"
"Gen 18:28","10","whole","H0853","HTo"
"Gen 19:5","20","them","H0853","HTo"
"Gen 19:17","6","out","H0853","HTo"
"Gen 20:2","15","Sarah","H0853","HTo"
"Gen 20:6","22","sinning","H0853","HTo"
"Gen 20:10","12","thing","H0853","HTo"
"Gen 20:13","1","God","H0853","HTo"
"Gen 21:1","4","Sarah","H0853","HTo"
"Gen 21:10","9","son","H0853","HTo"
"Gen 21:16","23","voice","H0853","HTo"
"Gen 21:26","7","thing","H0853","HTo"
"Gen 21:30","3","seven","H0853","HTo"
"Gen 21:30","22","well","H0853","HTo"
"Gen 22:1","11","Abraham","H0853","HTo"
"Gen 22:2","4","son","H0853","HTo"
"Gen 22:2","7","only","H0853","HTo"
"Gen 22:2","9","Isaac","H0853","HTo"
"Gen 22:3","6","donkey","H0853","HTo"
"Gen 22:3","10","two","H0853","HTo"
"Gen 22:3","17","Isaac","H0853","HTo"
"Gen 22:9","15","altar","H0853","HTo"
"Gen 22:9","19","wood","H0853","HTo"
"Gen 22:9","22","Isaac","H0853","HTo"
"Gen 22:9","29","altar","H0853","HTo"
"Gen 22:12","25","son","H0853","HTo"
"Gen 22:12","29","only","H0853","HTo"
"Gen 22:16","12","this","H0853","HTo"
"Gen 22:16","19","son","H0853","HTo"
"Gen 22:16","23","only","H0853","HTo"
"Gen 23:5","6","Abraham","H0853","HTo"
"Gen 23:10","14","Abraham","H0853","HTo"
"Gen 23:14","5","Abraham","H0853","HTo"
"Gen 24:6","11","son","H0853","HTo"
"Gen 24:56","7","Lord","H0853","HTo"
"Gen 24:57","7","her","H0853","HTo"
"Gen 25:31","7","birthright","H0853","HTo"
"Gen 25:33","13","birthright","H0853","HTo"
"Gen 26:10","14","wife","H0853","HTo"
"Gen 26:11","5","people","H0853","HTo"
"Gen 27:1","11","Esau","H0853","HTo"
"Gen 27:27","6","smell","H0853","HTo"
"Gen 27:36","14","birthright","H0853","HTo"
"Gen 27:41","3","Jacob","H0853","HTo"
"Gen 27:41","26","Jacob","H0853","HTo"
"Gen 27:42","1","words","H0853","HTo"
"Gen 28:1","6","directed","H0853","HTo"
"Gen 28:6","6","Jacob","H0853","HTo"
"Gen 28:6","9","Paddan-aram","H0853","HTo"
"Gen 28:6","24","directed","H0853","HTo"
"Gen 29:5","6","Laban","H0853","HTo"
"Gen 29:8","11","stone","H0853","HTo"
"Gen 29:19","8","give","H0853","HTo"
"Gen 29:19","15","man","H0853","HTo"
"Gen 29:21","7","wife","H0853","HTo"
"Gen 29:35","9","Lord","H0853","HTo"
"Gen 30:11","6","name","H0853","HTo"
"Gen 30:13","11","name","H0853","HTo"
"Gen 30:14","13","Leah","H0853","HTo"
"Gen 30:15","8","husband","H0853","HTo"
"Gen 30:15","15","mandrakes","H0853","HTo"
"Gen 30:20","7","endowment","H0853","HTo"
"Gen 30:20","23","name","H0853","HTo"
"Gen 30:23","8","reproach","H0853","HTo"
"Gen 30:24","2","name","H0853","HTo"
"Gen 30:25","6","Joseph","H0853","HTo"
"Gen 31:1","2","that","H0853","HTo"
"Gen 31:1","10","all","H0853","HTo"
"Gen 31:1","23","all","H0853","HTo"
"Gen 31:5","9","favor","H0853","HTo"
"Gen 31:12","21","all","H0853","HTo"
"Gen 31:26","8","me","H0853","HTo"
"Gen 31:26","12","daughters","H0853","HTo"
"Gen 32:12","9","offspring","H0853","HTo"
"Gen 32:17","4","first","H0853","HTo"
"Gen 32:29","16","there","H0853","HTo"
"Gen 34:4","13","girl","H0853","HTo"
"Gen 34:14","14","sister","H0853","HTo"
"Gen 34:31","4","sister","H0853","HTo"
"Gen 35:2","15","gods","H0853","HTo"
"Gen 35:10","21","name","H0853","HTo"
"Gen 37:9","6","brothers","H0853","HTo"
"Gen 37:14","7","well","H0853","HTo"
"Gen 37:14","12","flock","H0853","HTo"
"Gen 37:22","12","pit","H0853","HTo"
"Gen 37:22","28","hand","H0853","HTo"
"Gen 37:26","10","brother","H0853","HTo"
"Gen 37:26","15","blood","H0853","HTo"
"Gen 37:32","2","robe","H0853","HTo"
"Gen 37:35","24","father","H0853","HTo"
"Gen 38:8","11","up","H0853","HTo"
"Gen 38:21","3","men","H0853","HTo"
"Gen 39:7","11","eyes","H0853","HTo"
"Gen 40:7","4","officers","H0853","HTo"
"Gen 40:8","11","said","H0853","HTo"
"Gen 40:9","5","dream","H0853","HTo"
"Gen 41:15","10","heard","H0853","HTo"
"Gen 41:15","21","it","H0853","HTo"
"Gen 41:16","4","Pharaoh","H0853","HTo"
"Gen 41:16","11","favorable","H0853","HTo"
"Gen 41:24","6","seven","H0853","HTo"
"Gen 41:25","10","God","H0853","HTo"
"Gen 41:39","8","all","H0853","HTo"
"Gen 41:39","10","all","H0853","HTo"
"Gen 41:41","7","over","H0853","HTo"
"Gen 41:44","13","hand","H0853","HTo"
"Gen 41:44","16","foot","H0853","HTo"
"Gen 42:4","4","Benjamin","H0853","HTo"
"Gen 42:9","4","dreams","H0853","HTo"
"Gen 42:9","18","nakedness","H0853","HTo"
"Gen 42:22","6","not","H0853","HTo"
"Gen 42:29","12","all","H0853","HTo"
"Gen 42:29","17","saying","H0853","HTo"
"Gen 42:33","24","famine","H0853","HTo"
"Gen 42:36","7","bereaved","H0853","HTo"
"Gen 42:36","18","Benjamin","H0853","HTo"
"Gen 42:37","10","two","H0853","HTo"
"Gen 42:37","21","hands","H0853","HTo"
"Gen 43:2","8","grain","H0853","HTo"
"Gen 43:7","39","brother","H0853","HTo"
"Gen 43:16","4","Benjamin","H0853","HTo"
"Gen 43:16","15","men","H0853","HTo"
"Gen 43:17","14","house","H0853","HTo"
"Gen 43:29","6","Benjamin","H0853","HTo"
"Gen 44:1","3","steward","H0853","HTo"
"Gen 44:1","12","sacks","H0853","HTo"
"Gen 44:4","6","city","H0853","HTo"
"Gen 44:22","11","father","H0853","HTo"
"Gen 44:22","15","father","H0853","HTo"
"Gen 45:3","20","for","H0853","HTo"
"Gen 45:4","19","Egypt","H0853","HTo"
"Gen 45:17","12","beasts","H0853","HTo"
"Gen 46:30","11","face","H0853","HTo"
"Gen 47:9","24","days","H0853","HTo"
"Gen 47:23","8","day","H0853","HTo"
"Gen 47:23","12","land","H0853","HTo"
"Gen 47:23","24","land","H0853","HTo"
"Gen 48:1","15","two","H0853","HTo"
"Gen 48:1","21","Manasseh","H0853","HTo"
"Gen 48:1","23","Ephraim","H0853","HTo"
"Gen 48:3","15","me","H0853","HTo"
"Gen 48:8","4","sons","H0853","HTo"
"Gen 48:11","12","God","H0853","HTo"
"Gen 48:11","17","offspring","H0853","HTo"
"Gen 48:20","24","Ephraim","H0853","HTo"
"Gen 48:21","14","land","H0853","HTo"
"Gen 49:1","10","that","H0853","HTo"
"Gen 49:1","17","come","H0853","HTo"
"Gen 49:29","2","said","H0853","HTo"
"Gen 49:29","13","fathers","H0853","HTo"
"Gen 50:5","29","father","H0853","HTo"
"Gen 50:6","5","father","H0853","HTo"
"Gen 50:11","8","mourning","H0853","HTo"
"Gen 50:15","17","all","H0853","HTo"
"Gen 50:15","22","him","H0853","HTo"
"Gen 50:24","12","out","H0853","HTo"
"Gen 50:24","17","land","H0853","HTo"
"Gen 50:25","2","sons","H0853","HTo"
"Gen 50:25","11","up","H0853","HTo"
"Gen 50:25","14","bones","H0853","HTo"
"Exo 2:6","5","child","H0853","HTo"
"Exo 2:7","21","child","H0853","HTo"
"Exo 2:8","13","mother","H0853","HTo"
"Exo 2:9","8","child","H0853","HTo"
"Exo 2:9","19","wages","H0853","HTo"
"Exo 2:20","13","man","H0853","HTo"
"Exo 2:22","4","name","H0853","HTo"
"Exo 3:3","9","sight","H0853","HTo"
"Exo 3:7","5","affliction","H0853","HTo"
"Exo 3:7","14","cry","H0853","HTo"
"Exo 3:7","24","sufferings","H0853","HTo"
"Exo 3:11","15","children","H0853","HTo"
"Exo 3:12","20","people","H0853","HTo"
"Exo 3:12","27","God","H0853","HTo"
"Exo 3:16","3","elders","H0853","HTo"
"Exo 3:16","26","done","H0853","HTo"
"Exo 3:16","28","done","H0853","HTo"
"Exo 3:17","4","affliction","H0853","HTo"
"Exo 4:19","16","life","H0853","HTo"
"Exo 4:21","29","heart","H0853","HTo"
"Exo 4:21","32","people","H0853","HTo"
"Exo 4:23","2","son","H0853","HTo"
"Exo 4:23","20","son","H0853","HTo"
"Exo 4:25","6","foreskin","H0853","HTo"
"Exo 5:1","15","people","H0853","HTo"
"Exo 5:2","9","Israel","H0853","HTo"
"Exo 5:2","16","Lord","H0853","HTo"
"Exo 5:2","20","Israel","H0853","HTo"
"Exo 5:4","13","people","H0853","HTo"
"Exo 5:5","12","burdens","H0853","HTo"
"Exo 5:6","10","taskmasters","H0853","HTo"
"Exo 5:6","15","foremen","H0853","HTo"
"Exo 5:8","1","number","H0853","HTo"
"Exo 5:19","6","trouble","H0853","HTo"
"Exo 6:26","11","people","H0853","HTo"
"Exo 7:16","14","people","H0853","HTo"
"Exo 8:1","14","people","H0853","HTo"
"Exo 8:5","9","hand","H0853","HTo"
"Exo 8:5","26","frogs","H0853","HTo"
"Exo 8:8","21","people","H0853","HTo"
"Exo 8:16","9","staff","H0853","HTo"
"Exo 8:16","13","dust","H0853","HTo"
"Exo 8:28","5","sacrifice","H0853","HTo"
"Exo 9:13","21","people","H0853","HTo"
"Exo 9:22","6","hand","H0853","HTo"
"Exo 9:29","9","city","H0853","HTo"
"Exo 9:29","12","hands","H0853","HTo"
"Exo 10:8","1","Moses","H0853","HTo"
"Exo 10:8","3","Aaron","H0853","HTo"
"Exo 10:8","14","Lord","H0853","HTo"
"Exo 10:10","11","little ones","H0853","HTo"
"Exo 10:10","13","little ones","H0853","HTo"
"Exo 10:12","18","every","H0853","HTo"
"Exo 10:12","23","all","H0853","HTo"
"Exo 10:24","8","Lord","H0853","HTo"
"Exo 11:1","18","here","H0853","HTo"
"Exo 11:1","24","you","H0853","HTo"
"Exo 12:27","18","Egyptians","H0853","HTo"
"Exo 12:27","22","houses","H0853","HTo"
"Exo 13:17","3","people","H0853","HTo"
"Exo 13:19","3","bones","H0853","HTo"
"Exo 13:19","6","sons","H0853","HTo"
"Exo 13:19","19","up","H0853","HTo"
"Exo 13:19","22","bones","H0853","HTo"
"Exo 14:25","3","wheels","H0853","HTo"
"Exo 14:26","6","hand","H0853","HTo"
"Exo 15:1","8","song","H0853","HTo"
"Exo 16:3","34","wilderness","H0853","HTo"
"Exo 16:3","42","whole","H0853","HTo"
"Exo 16:6","15","land","H0853","HTo"
"Exo 16:8","22","grumbling","H0853","HTo"
"Exo 16:9","18","grumbling","H0853","HTo"
"Exo 16:32","22","bread","H0853","HTo"
"Exo 16:32","27","wilderness","H0853","HTo"
"Exo 16:32","34","land","H0853","HTo"
"Exo 16:33","17","before","H0853","HTo"
"Exo 17:2","24","Lord","H0853","HTo"
"Exo 17:3","22","children","H0853","HTo"
"Exo 17:3","24","children","H0853","HTo"
"Exo 17:3","28","livestock","H0853","HTo"
"Exo 17:5","27","Nile","H0853","HTo"
"Exo 17:7","16","Lord","H0853","HTo"
"Exo 17:14","17","memory","H0853","HTo"
"Exo 18:3","1","two","H0853","HTo"
"Exo 18:10","8","hand","H0853","HTo"
"Exo 18:10","19","people","H0853","HTo"
"Exo 18:14","4","all","H0853","HTo"
"Exo 19:12","3","people","H0853","HTo"
"Exo 19:23","23","mountain","H0853","HTo"
"Exo 24:8","4","blood","H0853","HTo"
"Exo 24:12","16","tablets","H0853","HTo"
"Exo 32:4","6","graving tool","H0853","HTo"
"Exo 32:9","9","people","H0853","HTo"
"Exo 32:17","3","noise","H0853","HTo"
"Exo 32:27","26","brother","H0853","HTo"
"Exo 32:27","31","companion","H0853","HTo"
"Exo 32:27","37","neighbor","H0853","HTo"
"Exo 33:12","14","people","H0853","HTo"
"Exo 33:12","21","whom","H0853","HTo"
"Exo 33:18","6","glory","H0853","HTo"
"Exo 33:19","18","whom","H0853","HTo"
"Exo 33:19","22","whom","H0853","HTo"
"Exo 34:27","11","words","H0853","HTo"
"Exo 35:1","4","congregation","H0853","HTo"
"Exo 35:1","13","things that","H0853","HTo"
"Lev 6:9","2","Aaron","H0853","HTo"
"Lev 6:9","4","sons","H0853","HTo"
"Lev 8:31","11","flesh","H0853","HTo"
"Lev 8:31","20","bread","H0853","HTo"
"Lev 8:31","22","bread","H0853","HTo"
"Lev 9:7","10","sin offering","H0853","HTo"
"Lev 9:7","13","burnt offering","H0853","HTo"
"Lev 9:7","25","offering","H0853","HTo"
"Lev 10:4","17","brothers","H0853","HTo"
"Lev 20:24","6","land","H0853","HTo"
"Lev 20:24","17","land","H0853","HTo"
"Lev 20:24","32","peoples","H0853","HTo"
"Lev 25:20","17","crop","H0853","HTo"
"Num 3:40","19","number","H0853","HTo"
"Num 5:21","4","woman","H0853","HTo"
"Num 5:21","19","curse","H0853","HTo"
"Num 5:21","32","thigh","H0853","HTo"
"Num 5:21","36","body","H0853","HTo"
"Num 7:11","10","offerings","H0853","HTo"
"Num 9:7","20","offering","H0853","HTo"
"Num 10:29","19","give","H0853","HTo"
"Num 10:31","5","for","H0853","HTo"
"Num 11:12","4","all","H0853","HTo"
"Num 11:12","26","nursing child","H0853","HTo"
"Num 11:16","26","tent","H0853","HTo"
"Num 11:29","21","Spirit","H0853","HTo"
"Num 13:17","1","Moses","H0853","HTo"
"Num 13:17","7","land","H0853","HTo"
"Num 13:17","19","hill country","H0853","HTo"
"Num 13:30","4","people","H0853","HTo"
"Num 13:30","12","for","H0853","HTo"
"Num 13:32","3","people","H0853","HTo"
"Num 13:32","22","land","H0853","HTo"
"Num 14:7","19","good","H0853","HTo"
"Num 14:10","8","stones","H0853","HTo"
"Num 14:13","13","people","H0853","HTo"
"Num 14:15","5","people","H0853","HTo"
"Num 14:15","15","fame","H0853","HTo"
"Num 14:31","10","know","H0853","HTo"
"Num 14:31","14","land","H0853","HTo"
"Num 14:41","8","command","H0853","HTo"
"Num 15:35","14","stones","H0853","HTo"
"Num 16:28","13","all","H0853","HTo"
"Num 16:37","10","censers","H0853","HTo"
"Num 16:37","18","fire","H0853","HTo"
"Num 16:41","17","people","H0853","HTo"
"Num 18:1","16","iniquity","H0853","HTo"
"Num 18:1","28","iniquity","H0853","HTo"
"Num 18:24","2","tithe","H0853","HTo"
"Num 18:30","7","best","H0853","HTo"
"Num 20:12","25","assembly","H0853","HTo"
"Num 20:14","16","all","H0853","HTo"
"Num 21:2","11","people","H0853","HTo"
"Num 21:2","20","cities","H0853","HTo"
"Num 21:14","8","Waheb","H0853","HTo"
"Num 21:14","13","valleys","H0853","HTo"
"Num 21:16","16","people","H0853","HTo"
"Num 22:4","10","all","H0853","HTo"
"Num 22:4","18","grass","H0853","HTo"
"Num 22:5","30","face","H0853","HTo"
"Num 22:12","12","people","H0853","HTo"
"Num 22:28","3","mouth","H0853","HTo"
"Num 22:32","9","donkey","H0853","HTo"
"Num 23:4","9","seven","H0853","HTo"
"Num 24:20","2","Amalek","H0853","HTo"
"Num 24:21","3","Kenite","H0853","HTo"
"Num 25:12","9","covenant","H0853","HTo"
"Num 27:12","14","land","H0853","HTo"
"Num 27:18","8","Joshua","H0853","HTo"
"Num 27:18","18","hand","H0853","HTo"
"Num 28:2","2","people","H0853","HTo"
"Num 28:2","8","offering","H0853","HTo"
"Num 29:40","11","Moses","H0853","HTo"
"Num 31:21","20","Moses","H0853","HTo"
"Num 32:20","9","this","H0853","HTo"
"Num 34:2","2","people","H0853","HTo"
"Num 34:13","3","people","H0853","HTo"
"Num 34:13","14","lot","H0853","HTo"
"Num 36:2","5","lord","H0853","HTo"
"Num 36:2","10","land","H0853","HTo"
"Num 36:2","27","inheritance","H0853","HTo"
"Deu 1:5","14","law","H0853","HTo"
"Deu 1:9","13","you","H0853","HTo"
"Deu 1:16","3","judges","H0853","HTo"
"Deu 1:22","17","land","H0853","HTo"
"Deu 1:22","20","word","H0853","HTo"
"Deu 1:22","24","way","H0853","HTo"
"Deu 1:22","31","cities","H0853","HTo"
"Deu 1:25","13","word","H0853","HTo"
"Deu 1:27","9","brought us out","H0853","HTo"
"Deu 1:27","19","hand","H0853","HTo"
"Deu 1:28","5","hearts","H0853","HTo"
"Deu 1:41","21","weapons","H0853","HTo"
"Deu 2:9","9","Moab","H0853","HTo"
"Deu 2:9","26","Ar","H0853","HTo"
"Deu 2:31","9","Sihon","H0853","HTo"
"Deu 2:31","11","land","H0853","HTo"
"Deu 2:31","22","land","H0853","HTo"
"Deu 3:18","3","time","H0853","HTo"
"Deu 3:18","19","land","H0853","HTo"
"Deu 3:21","3","Joshua","H0853","HTo"
"Deu 3:21","30","all","H0853","HTo"
"Deu 4:6","17","all","H0853","HTo"
"Deu 6:20","22","you","H0853","HTo"
"Deu 8:17","17","wealth","H0853","HTo"
"Deu 9:4","14","before","H0853","HTo"
"Deu 9:4","28","land","H0853","HTo"
"Deu 9:13","11","people","H0853","HTo"
"Deu 9:25","5","forty","H0853","HTo"
"Deu 9:25","9","forty","H0853","HTo"
"Deu 9:25","20","you","H0853","HTo"
"Deu 9:28","28","brought","H0853","HTo"
"Deu 10:11","16","land","H0853","HTo"
"Deu 12:30","28","gods","H0853","HTo"
"Deu 13:13","9","inhabitants","H0853","HTo"
"Deu 15:11","18","hand","H0853","HTo"
"Deu 15:16","14","household","H0853","HTo"
"Deu 18:16","22","voice","H0853","HTo"
"Deu 18:16","33","fire","H0853","HTo"
"Deu 21:7","10","blood","H0853","HTo"
"Deu 22:14","16","woman","H0853","HTo"
"Deu 25:7","9","brother’s wife","H0853","HTo"
"Deu 25:9","32","house","H0853","HTo"
"Deu 26:17","4","Lord","H0853","HTo"
"Deu 27:1","7","people","H0853","HTo"
"Deu 27:1","12","whole","H0853","HTo"
"Deu 27:1","20","today","H0853","HTo"
"Deu 27:11","6","people","H0853","HTo"
"Deu 27:26","5","words","H0853","HTo"
"Deu 27:26","16","say","H0853","HTo"
"Deu 29:19","5","words","H0853","HTo"
"Deu 29:25","5","covenant","H0853","HTo"
"Deu 29:25","19","land","H0853","HTo"
"Deu 30:12","20","do","H0853","HTo"
"Deu 30:13","24","do","H0853","HTo"
"Deu 31:2","30","Jordan","H0853","HTo"
"Deu 31:7","32","them","H0853","HTo"
"Deu 31:10","6","end","H0853","HTo"
"Deu 31:14","12","Joshua","H0853","HTo"
"Deu 31:23","2","Joshua","H0853","HTo"
"Deu 31:23","12","people","H0853","HTo"
"Deu 31:25","6","Levites","H0853","HTo"
"Deu 32:46","21","children","H0853","HTo"
"Deu 32:46","28","all","H0853","HTo"
"Deu 33:9","16","brothers","H0853","HTo"
"Deu 33:9","22","children","H0853","HTo"
"Jos 1:10","5","officers","H0853","HTo"
"Jos 1:11","9","people","H0853","HTo"
"Jos 1:11","24","Jordan","H0853","HTo"
"Jos 1:11","33","land","H0853","HTo"
"Jos 1:16","3","Joshua","H0853","HTo"
"Jos 2:1","17","land","H0853","HTo"
"Jos 2:1","19","Jericho","H0853","HTo"
"Jos 2:2","19","land","H0853","HTo"
"Jos 2:3","24","all","H0853","HTo"
"Jos 2:4","4","two","H0853","HTo"
"Jos 2:9","12","land","H0853","HTo"
"Jos 2:14","15","business","H0853","HTo"
"Jos 2:14","26","land","H0853","HTo"
"Jos 2:21","13","cord","H0853","HTo"
"Jos 2:24","8","all","H0853","HTo"
"Jos 3:3","4","people","H0853","HTo"
"Jos 3:3","10","ark","H0853","HTo"
"Jos 3:3","23","set out","H0853","HTo"
"Jos 3:6","9","ark","H0853","HTo"
"Jos 3:6","19","ark","H0853","HTo"
"Jos 3:8","6","priests","H0853","HTo"
"Jos 3:9","9","words","H0853","HTo"
"Jos 3:10","19","Canaanites","H0853","HTo"
"Jos 3:10","22","Hittites","H0853","HTo"
"Jos 3:10","26","Hivites","H0853","HTo"
"Jos 3:10","30","Perizzites","H0853","HTo"
"Jos 3:10","34","Girgashites","H0853","HTo"
"Jos 4:1","11","Jordan","H0853","HTo"
"Jos 4:3","3","saying","H0853","HTo"
"Jos 4:3","25","lay","H0853","HTo"
"Jos 4:3","31","place","H0853","HTo"
"Jos 4:17","5","priests","H0853","HTo"
"Jos 4:21","12","fathers","H0853","HTo"
"Jos 4:22","1","children","H0853","HTo"
"Jos 4:22","10","Jordan","H0853","HTo"
"Jos 5:2","15","sons","H0853","HTo"
"Jos 5:9","8","reproach","H0853","HTo"
"Jos 6:2","8","Jericho","H0853","HTo"
"Jos 6:2","12","king","H0853","HTo"
"Jos 6:6","12","ark","H0853","HTo"
"Jos 6:7","8","city","H0853","HTo"
"Jos 6:10","5","people","H0853","HTo"
"Jos 6:10","11","voice","H0853","HTo"
"Jos 6:16","23","city","H0853","HTo"
"Jos 6:22","9","land","H0853","HTo"
"Jos 6:22","22","all","H0853","HTo"
"Jos 6:22","25","all","H0853","HTo"
"Jos 6:26","19","city","H0853","HTo"
"Jos 6:26","23","Jericho","H0853","HTo"
"Jos 7:2","23","land","H0853","HTo"
"Jos 7:2","30","Ai","H0853","HTo"
"Jos 7:3","23","Ai","H0853","HTo"
"Jos 7:3","28","people","H0853","HTo"
"Jos 7:13","4","people","H0853","HTo"
"Jos 7:20","4","Joshua","H0853","HTo"
"Jos 7:25","12","Israel","H0853","HTo"
"Jos 7:25","21","fire","H0853","HTo"
"Jos 7:25","26","stones","H0853","HTo"
"Jos 8:4","3","Behold","H0853","HTo"
"Jos 10:22","4","mouth","H0853","HTo"
"Jos 10:22","11","five","H0853","HTo"
"Jos 10:24","6","kings","H0853","HTo"
"Jos 10:24","30","feet","H0853","HTo"
"Jos 10:24","41","feet","H0853","HTo"
"Jos 11:9","13","horses","H0853","HTo"
"Jos 11:9","17","chariots","H0853","HTo"
"Jos 15:16","5","Kiriath-sepher","H0853","HTo"
"Jos 15:16","12","Achsah","H0853","HTo"
"Jos 15:19","22","springs","H0853","HTo"
"Jos 15:19","25","springs","H0853","HTo"
"Jos 17:4","22","Moses","H0853","HTo"
"Jos 18:3","15","land","H0853","HTo"
"Jos 18:8","8","went","H0853","HTo"
"Jos 18:8","13","land","H0853","HTo"
"Jos 18:8","22","return","H0853","HTo"
"Jos 22:11","19","altar","H0853","HTo"
"Jos 22:26","9","altar","H0853","HTo"
"Jos 22:27","17","service","H0853","HTo"
"Jos 22:28","14","copy","H0853","HTo"
"Jos 22:31","37","people","H0853","HTo"
"Jos 22:33","24","land","H0853","HTo"
"Jos 24:16","10","Lord","H0853","HTo"
"Jos 24:19","10","Lord","H0853","HTo"
"Jos 24:21","9","Lord","H0853","HTo"
"Jos 24:22","15","Lord","H0853","HTo"
"Jos 24:22","19","said","H0853","HTo"
"Jos 24:24","6","Lord","H0853","HTo"
"Judg 1:2","8","land","H0853","HTo"
"Judg 1:12","5","Kiriath-sepher","H0853","HTo"
"Judg 1:12","12","Achsah","H0853","HTo"
"Judg 1:15","25","springs","H0853","HTo"
"Judg 1:15","28","springs","H0853","HTo"
"Judg 1:24","15","way","H0853","HTo"
"Judg 2:3","7","before","H0853","HTo"
"Judg 3:28","10","enemies","H0853","HTo"
"Judg 3:28","13","Moabites","H0853","HTo"
"Judg 3:28","22","fords","H0853","HTo"
"Judg 4:9","20","Sisera","H0853","HTo"
"Judg 4:14","13","Sisera","H0853","HTo"
"Judg 4:19","12","skin","H0853","HTo"
"Judg 4:22","5","Sisera","H0853","HTo"
"Judg 4:22","19","man","H0853","HTo"
"Judg 6:14","12","Israel","H0853","HTo"
"Judg 6:15","9","Israel","H0853","HTo"
"Judg 6:16","10","Midianites","H0853","HTo"
"Judg 6:18","12","present","H0853","HTo"
"Judg 6:20","9","meat","H0853","HTo"
"Judg 6:20","12","unleavened cakes","H0853","HTo"
"Judg 6:20","22","broth","H0853","HTo"
"Judg 6:30","8","son","H0853","HTo"
"Judg 6:30","14","altar","H0853","HTo"
"Judg 6:31","19","Whoever","H0853","HTo"
"Judg 6:31","37","altar","H0853","HTo"
"Judg 6:32","19","altar","H0853","HTo"
"Judg 7:4","12","water","H0853","HTo"
"Judg 7:5","3","people","H0853","HTo"
"Judg 7:5","26","himself","H0853","HTo"
"Judg 7:7","13","give","H0853","HTo"
"Judg 7:7","16","Midianites","H0853","HTo"
"Judg 7:14","21","Midian","H0853","HTo"
"Judg 7:14","23","all","H0853","HTo"
"Judg 7:24","19","waters","H0853","HTo"
"Judg 7:24","24","Jordan","H0853","HTo"
"Judg 7:24","33","waters","H0853","HTo"
"Judg 7:24","38","Jordan","H0853","HTo"
"Judg 8:7","8","Zebah","H0853","HTo"
"Judg 8:7","10","Zalmunna","H0853","HTo"
"Judg 8:7","17","flesh","H0853","HTo"
"Judg 8:9","17","tower","H0853","HTo"
"Judg 8:15","13","saying","H0853","HTo"
"Judg 8:21","18","Zebah","H0853","HTo"
"Judg 8:21","20","Zalmunna","H0853","HTo"
"Judg 8:21","25","crescent ornaments","H0853","HTo"
"Judg 8:25","6","cloak","H0853","HTo"
"Judg 9:11","8","sweetness","H0853","HTo"
"Judg 9:11","14","fruit","H0853","HTo"
"Judg 9:13","8","wine","H0853","HTo"
"Judg 9:31","24","city","H0853","HTo"
"Judg 9:36","4","people","H0853","HTo"
"Judg 9:36","22","shadow","H0853","HTo"
"Judg 9:48","16","axe","H0853","HTo"
"Judg 10:10","14","God","H0853","HTo"
"Judg 10:10","19","Baals","H0853","HTo"
"Judg 11:9","10","fight","H0853","HTo"
"Judg 11:9","19","over","H0853","HTo"
"Judg 11:13","17","land","H0853","HTo"
"Judg 11:13","34","peaceably","H0853","HTo"
"Judg 11:15","10","land","H0853","HTo"
"Judg 11:15","13","land","H0853","HTo"
"Judg 11:30","10","Ammonites","H0853","HTo"
"Judg 11:35","5","tore","H0853","HTo"
"Judg 11:35","8","clothes","H0853","HTo"
"Judg 11:38","4","two","H0853","HTo"
"Judg 12:2","18","save","H0853","HTo"
"Judg 12:2","24","hand","H0853","HTo"
