"strong","word","occurrence_count","ib_relevance"
"H8330","roots","3","Not relevant"
"H8336B","fine linen","3","Could impact IB"
"H8337","603,550","3","Not relevant"
"H8346","sixty-two","3","Could impact IB"
"H8348","sheshan","3","Not relevant"
"H8354","must","3","Not relevant"
"H8361","sixty","3","Not relevant"
"H8380","twins","3","Could impact IB"
"H8389","beautiful","3","Could impact IB"
"H8402","tibni","3","Not relevant"
"H8414","empty","3","Not relevant"
"H8414","waste","3","Could impact IB"
"H8421G","returned","3","Not relevant"
"H8450","bulls","3","Not relevant"
"H8472G","tahpenes","3","Could impact IB"
"H8476","goatskins","3","Could impact IB"
"H8478L","under","3","Not relevant"
"H8505","weighs","3","Could impact IB"
"H8513","hardship","3","Could impact IB"
"H8518","hung","3","Could impact IB"
"H8519","grumblings","3","Could impact IB"
"H8543","yesterday","3","Could impact IB"
"H8551","hold","3","Could impact IB"
"H8558","palm","3","Not relevant"
"H8558","palm tree","3","Could impact IB"
"H8559J","tamar","3","Not relevant"
"H8561","palm tree","3","Could impact IB"
"H8577M","serpent","3","Not relevant"
"H8577N","dragon","3","Could impact IB"
"H8583","toi","3","Could impact IB"
"H8585A","trench","3","Could impact IB"
"H8598","apples","3","Could impact IB"
"H8599B","tappuah","3","Could impact IB"
"H8610","handle","3","Could impact IB"
"H8610","seize","3","Could impact IB"
"H8628","sounded","3","Could impact IB"
"H8630","prevail","3","Could impact IB"
"H8672","ninth","3","Not relevant"
"H8672","thirty-ninth","3","Could impact IB"
"G0012","abyss","2","Could impact IB"
"G0013","agabus","2","Could impact IB"
"G0028","hagar","2","Not relevant"
"G0029","compelled","2","Could impact IB"
"G0031","message","2","Could impact IB"
"G0032H","messengers","2","Could impact IB"
"G0045","anchors","2","Could impact IB"
"G0046","unshrunk","2","Could impact IB"
"G0059","buys","2","Not relevant"
"G0059","redeemed","2","Could impact IB"
"G0061","catch","2","Could impact IB"
"G0068G","fields","2","Not relevant"
"G0068H","field","2","Not relevant"
"G0071","come","2","Not relevant"
"G0071","going","2","Could impact IB"
"G0071","took","2","Not relevant"
"G0075","strive","2","Could impact IB"
"G0075","struggling","2","Could impact IB"
"G0081","brotherhood","2","Could impact IB"
"G0089","constantly","2","Could impact IB"
"G0089","without ceasing","2","Could impact IB"
"G0091","wrongdoer","2","Could impact IB"
"G0091","wronged","2","Could impact IB"
"G0105","vultures","2","Could impact IB"
"G0106","unleavened","2","Could impact IB"
"G0124","egyptians","2","Could impact IB"
"G0126","eternal","2","Could impact IB"
"G0129H","blood","2","Could impact IB"
"G0132","aeneas","2","Could impact IB"
"G0142","carry","2","Not relevant"
"G0142","lifted","2","Could impact IB"
"G0155","requests","2","Could impact IB"
"G0163","captive","2","Could impact IB"
"G0166","ages","2","Could impact IB"
"G0173","thornbushes","2","Could impact IB"
"G0177","uncovered","2","Could impact IB"
"G0178","uncondemned","2","Could impact IB"
"G0202","hearer","2","Could impact IB"
"G0202","hearers","2","Could impact IB"
"G0204","cornerstone","2","Could impact IB"
"G0206","ends","2","Not relevant"
"G0223I","alexander","2","Not relevant"
"G0223J","alexander","2","Not relevant"
"G0224","flour","2","Could impact IB"
"G0229","grinding","2","Could impact IB"
"G0231","fishermen","2","Could impact IB"
"G0231","fishers","2","Could impact IB"
"G0236","change","2","Could impact IB"
"G0240","themselves","2","Could impact IB"
"G0240","yourselves","2","Could impact IB"
"G0245","another’s","2","Not relevant"
"G0245","foreign","2","Could impact IB"
"G0258","foxes","2","Not relevant"
"G0260","together","2","Not relevant"
"G0272","neglect","2","Could impact IB"
"G0274","blameless","2","Could impact IB"
"G0276","unchangeable","2","Could impact IB"
"G0293","net","2","Not relevant"
"G0294","clothes","2","Could impact IB"
"G0294","dressed","2","Could impact IB"
"G0302","anyone","2","Not relevant"
"G0302","as","2","Not relevant"
"G0302","before","2","Not relevant"
"G0302","i","2","Not relevant"
"G0302","i would","2","Not relevant"
"G0302","is","2","Not relevant"
"G0302","one","2","Not relevant"
"G0302","they would","2","Not relevant"
"G0302","when","2","Not relevant"
"G0302","whenever","2","Could impact IB"
"G0302","wherever","2","Could impact IB"
"G0304","steps","2","Could impact IB"
"G0305","ascend","2","Could impact IB"
"G0305","came","2","Not relevant"
"G0305","goes up","2","Could impact IB"
"G0305","rising","2","Could impact IB"
"G0305","rose","2","Could impact IB"
"G0308","looking up","2","Could impact IB"
"G0308","recovered his sight","2","Could impact IB"
"G0312","declared","2","Could impact IB"
"G0312","declaring","2","Could impact IB"
"G0313","born again","2","Could impact IB"
"G0314","reader","2","Could impact IB"
"G0315","force","2","Could impact IB"
"G0315","forced","2","Could impact IB"
"G0315","made","2","Not relevant"
"G0321","sea","2","Not relevant"
"G0321","took","2","Not relevant"
"G0324","received","2","Could impact IB"
"G0339","sat up","2","Not relevant"
"G0345","reclining","2","Could impact IB"
"G0352","stood up","2","Not relevant"
"G0353","take up","2","Not relevant"
"G0375","back","2","Not relevant"
"G0376","crippled","2","Could impact IB"
"G0377","sit","2","Not relevant"
"G0393","rises","2","Could impact IB"
"G0393","rose","2","Could impact IB"
"G0395","rose","2","Could impact IB"
"G0396","upsetting","2","Could impact IB"
"G0397","brought up","2","Not relevant"
"G0399","led","2","Could impact IB"
"G0399","offer","2","Not relevant"
"G0399","offered up","2","Not relevant"
"G0402","departed","2","Could impact IB"
"G0417","windstorm","2","Could impact IB"
"G0435G","husband","2","Not relevant"
"G0435G","jew","2","Could impact IB"
"G0435H","man","2","Not relevant"
"G0439","charcoal fire","2","Could impact IB"
"G0441","people-pleasers","2","Could impact IB"
"G0444","appearances","2","Could impact IB"
"G0444","human being","2","Could impact IB"
"G0450","arises","2","Could impact IB"
"G0450","raised","2","Could impact IB"
"G0450","raised up","2","Could impact IB"
"G0450","raising","2","Could impact IB"
"G0450","rising","2","Could impact IB"
"G0456","rebuild","2","Could impact IB"
"G0460","without the law","2","Could impact IB"
"G0462","unholy","2","Could impact IB"
"G0465","return","2","Not relevant"
"G0476","adversary","2","Could impact IB"
"G0498","opposes","2","Could impact IB"
"G0507","up","2","Not relevant"
"G0508","upper room","2","Could impact IB"
"G0513","axe","2","Could impact IB"
"G0518","declared","2","Could impact IB"
"G0520","leads","2","Could impact IB"
"G0527","tender","2","Could impact IB"
"G0537","everything","2","Could impact IB"
"G0537","whole","2","Not relevant"
"G0561","before","2","Not relevant"
"G0565","leave","2","Not relevant"
"G0565","passed away","2","Not relevant"
"G0565","went home","2","Could impact IB"
"G0565","went off","2","Not relevant"
"G0575","again","2","Not relevant"
"G0575","ago","2","Could impact IB"
"G0575","away from","2","Not relevant"
"G0575","because","2","Not relevant"
"G0575","out","2","Not relevant"
"G0575","the","2","Not relevant"
"G0586","tithe","2","Could impact IB"
"G0588","welcomed","2","Could impact IB"
"G0589","journey","2","Could impact IB"
"G0594","acceptance","2","Could impact IB"
"G0596","barn","2","Could impact IB"
"G0596","barns","2","Could impact IB"
"G0602","revealing","2","Could impact IB"
"G0602","revelations","2","Could impact IB"
"G0604","reconcile","2","Could impact IB"
"G0606","laid up","2","Could impact IB"
"G0609","cut off","2","Not relevant"
"G0609","off","2","Not relevant"
"G0611","addressed","2","Could impact IB"
"G0611","declared","2","Could impact IB"
"G0614","secret","2","Could impact IB"
"G0617","rolled back","2","Could impact IB"
"G0618","receive","2","Could impact IB"
"G0618","receiving","2","Could impact IB"
"G0619","enjoy","2","Could impact IB"
"G0636","sailed","2","Could impact IB"
"G0649","out","2","Not relevant"
"G0649","sent out","2","Not relevant"
"G0650","defraud","2","Could impact IB"
"G0652","messenger","2","Could impact IB"
"G0656","put out of the synagogue","2","Could impact IB"
"G0663","severity","2","Could impact IB"
"G0668","escaped","2","Could impact IB"
"G0681","lighting","2","Not relevant"
"G0688","arabia","2","Could impact IB"
"G0692","idlers","2","Could impact IB"
"G0697","areopagus","2","Could impact IB"
"G0705","numbered","2","Not relevant"
"G0709","breakfast","2","Could impact IB"
"G0716","chariot","2","Not relevant"
"G0726","snatch","2","Could impact IB"
"G0727","swindlers","2","Could impact IB"
"G0733","practice homosexuality","2","Could impact IB"
"G0737","again","2","Not relevant"
"G0737","still","2","Not relevant"
"G0740","eat","2","Not relevant"
"G0743","archangel","2","Could impact IB"
"G0749","high priests","2","Not relevant"
"G0752","ruler’s","2","Could impact IB"
"G0782","greeted","2","Could impact IB"
"G0784","unstained","2","Could impact IB"
"G0789","assos","2","Could impact IB"
"G0791","beautiful","2","Could impact IB"
"G0794","heartless","2","Could impact IB"
"G0795","swerved","2","Could impact IB"
"G0814","idleness","2","Could impact IB"
"G0820","without honor","2","IB related"
"G0834","flute players","2","Could impact IB"
"G0837","grow up","2","Could impact IB"
"G0837","grows","2","Could impact IB"
"G0837","growth","2","Could impact IB"
"G0837","increased","2","Could impact IB"
"G0840","severe","2","Could impact IB"
"G0847","there","2","Not relevant"
"G0868","withdrew","2","Could impact IB"
"G0873","separate","2","Could impact IB"
"G0874","claim","2","Could impact IB"
"G0884","ungrateful","2","Could impact IB"
"G0886","not made with hands","2","Not relevant"
"G0894","wormwood","2","Could impact IB"
"G0901","deep","2","Not relevant"
"G0903","balaam","2","Not relevant"
"G0906H","bring","2","Not relevant"
"G0906H","contributed","2","Could impact IB"
"G0907","baptist","2","Could impact IB"
"G0907","wash","2","Could impact IB"
"G0909","washings","2","Could impact IB"
"G0911","dipped","2","Could impact IB"
"G0915","foreigner","2","Not relevant"
"G0915","native people","2","Could impact IB"
"G0916","heavy","2","Not relevant"
"G0917","can barely","2","Could impact IB"
"G0931","torment","2","Could impact IB"
"G0935","emperor","2","Could impact IB"
"G0935","king’s","2","Not relevant"
"G0936","kings","2","Not relevant"
"G0937","official","2","Could impact IB"
"G0950","confirmed","2","Could impact IB"
"G0951","confirmation","2","Could impact IB"
"G0958","benjamin","2","Not relevant"
"G0960","berea","2","Not relevant"
"G0975","certificate","2","Could impact IB"
"G0978","bithynia","2","Not relevant"
"G0982","life","2","Could impact IB"
"G0991","consider","2","IB related"
"G0991","guard","2","Could impact IB"
"G0991","indeed","2","Not relevant"
"G0991","looks","2","Could impact IB"
"G0991","opinion","2","IB related"
"G0991","sight","2","Could impact IB"
"G1010","council","2","Could impact IB"
"G1017","prize","2","Could impact IB"
"G1026","wet","2","Could impact IB"
"G1028","rain","2","Could impact IB"
"G1033","eat","2","Not relevant"
"G1035","eating","2","Not relevant"
"G1035","rust","2","Could impact IB"
"G1043","gabriel","2","Not relevant"
"G1046","gerasenes","2","Could impact IB"
"G1049","offering box","2","Could impact IB"
"G1050I","gaius","2","Not relevant"
"G1054","galatia","2","Not relevant"
"G1056H","galilee","2","Not relevant"
"G1058","gallio","2","Not relevant"
"G1059","gamaliel","2","Not relevant"
"G1060","marrying","2","Could impact IB"
"G1068","gethsemane","2","Not relevant"
"G1070","laugh","2","Could impact IB"
"G1076","genealogies","2","Could impact IB"
"G1077","birthday","2","Could impact IB"
"G1080","birth","2","Could impact IB"
"G1080","bore","2","Could impact IB"
"G1084","born","2","Could impact IB"
"G1092","farmer","2","Could impact IB"
"G1093G","earthly","2","Not relevant"
"G1093H","animals","2","Could impact IB"
"G1099","fresh","2","Could impact IB"
"G1099","sweet","2","Could impact IB"
"G1101","moneybag","2","Could impact IB"
"G1111","grumble","2","Could impact IB"
"G1119","down","2","Not relevant"
"G1119","kneeling down","2","Could impact IB"
"G1120","kneeling","2","Could impact IB"
"G1121","bill","2","Could impact IB"
"G1121","learning","2","Could impact IB"
"G1121","letters","2","Could impact IB"
"G1121","writings","2","Could impact IB"
"G1121","written code","2","Could impact IB"
"G1125","described","2","Could impact IB"
"G1125","read","2","Could impact IB"
"G1127","wake up","2","Could impact IB"
"G1132","nakedness","2","Could impact IB"
"G1142","demons","2","Could impact IB"
"G1144","tear","2","Could impact IB"
"G1150","tamed","2","Could impact IB"
"G1159","spend","2","Could impact IB"
"G1159","spent","2","Could impact IB"
"G1172","supper","2","Could impact IB"
"G1173","feasts","2","Could impact IB"
"G1179","decapolis","2","Not relevant"
"G1181","tenth","2","Not relevant"
"G1181","tithes","2","Could impact IB"
"G1182","tenth","2","Not relevant"
"G1184","acceptable","2","Could impact IB"
"G1193","leather","2","Could impact IB"
"G1194","beaten","2","Could impact IB"
"G1194","beating","2","Could impact IB"
"G1198","prisoners","2","Could impact IB"
"G1199","bonds","2","Could impact IB"
"G1202","prisoners","2","Could impact IB"
"G1205","follow","2","Could impact IB"
"G1209","took","2","Not relevant"
"G1209","welcome","2","Could impact IB"
"G1209","welcomed","2","Could impact IB"
"G1210","binds","2","Could impact IB"
"G1211","let","2","Could impact IB"
"G1213","indicates","2","Could impact IB"
"G1214","demas","2","Not relevant"
"G1234","grumbled","2","Could impact IB"
"G1239","distributed","2","Could impact IB"
"G1248","relief","2","Could impact IB"
"G1248","serve","2","Could impact IB"
"G1250","hundred","2","Not relevant"
"G1263","testify","2","Could impact IB"
"G1266","divide","2","Not relevant"
"G1275","always","2","Could impact IB"
"G1293","distinction","2","Could impact IB"
"G1310","spread","2","Not relevant"
"G1317","teach","2","Could impact IB"
"G1318","taught","2","Could impact IB"
"G1319","doctrines","2","Could impact IB"
"G1319","teachings","2","Could impact IB"
"G1326","woke","2","Could impact IB"
"G1330","go","2","Not relevant"
"G1330","go across","2","Not relevant"
"G1330","pass","2","Not relevant"
"G1330","passed","2","Not relevant"
"G1330","passes","2","Not relevant"
"G1330","went","2","Not relevant"
"G1330","went about","2","Not relevant"
"G1334","described","2","Could impact IB"
"G1334","tell","2","Not relevant"
"G1336","all time","2","Not relevant"
"G1348","judge","2","Not relevant"
"G1355","therefore","2","Not relevant"
"G1364","again","2","Not relevant"
"G1371","cut","2","Not relevant"
"G1393","dorcas","2","Not relevant"
"G1399","servant","2","Not relevant"
"G1403","feast","2","Could impact IB"
"G1406","coin","2","Not relevant"
"G1408","course","2","Could impact IB"
"G1430","housetop","2","Could impact IB"
"G1430","housetops","2","Could impact IB"
"G1432","without paying","2","Could impact IB"
"G1434","gift","2","Could impact IB"
"G1435","given","2","Not relevant"
"G1437","anyone","2","Not relevant"
"G1437","though","2","Not relevant"
"G1437","when","2","Not relevant"
"G1437","whenever","2","Could impact IB"
"G1437","whether","2","Not relevant"
"G1438","each other","2","Not relevant"
"G1438","oneself","2","Could impact IB"
"G1438","own interests","2","Could impact IB"
"G1438","they","2","Not relevant"
"G1438","your","2","Not relevant"
"G1438","yourself","2","Could impact IB"
"G1439","allow","2","Could impact IB"
"G1439","allowed","2","Could impact IB"
"G1440","seventy-two","2","Could impact IB"
"G1445","hebrews","2","Not relevant"
"G1447","hebrew","2","Not relevant"
"G1449","written","2","Could impact IB"
"G1453","arisen","2","Could impact IB"
"G1453","come","2","Not relevant"
"G1458","accused","2","Could impact IB"
"G1459","deserted","2","Not relevant"
"G1470","hid","2","Could impact IB"
"G1473","my","2","Not relevant"
