strongNumber,stepGloss,stepTransliteration,language,count
H1584,to cease,ga.mar,Hebrew,5
H1586G,Gomer,go.mer,Hebrew,5
H1587G,Gemariah,ge.mar.ya.hu,Hebrew,1
H1587H,Gemariah,ge.mar.ya.hu,Hebrew,4
H1589,to steal,ga.nav,Hebrew,44
H1590,thief,gan.nav,Hebrew,17
H1591,theft,ge.ne.vah,Hebrew,2
H1592,Genubath,ge.nu.vat,Hebrew,2
H1595,treasury,ge.na.zim,Hebrew,3
H1596,treasure,ge.naz,Hebrew,3
H1597,treasury,gan.zakh,Hebrew,1
H1600,to low,ga.ah,Hebrew,2
H1601,Goah,go.ah,Hebrew,1
H1603,Gaal,ga.al,Hebrew,9
H1604,loathing,go.al,Hebrew,1
H1605,to rebuke,ga.ar,Hebrew,14
H1606,rebuke,ge.a.rah,Hebrew,15
H1607,to shake,ga.ash,Hebrew,12
H1609,Gatam,ga.tam,Hebrew,3
H1610,single/height,gaph,Hebrew,4
H1611,wing,gaph,Hebrew,3
H1612,vine,ge.phen,Hebrew,55
H1613,gopher,go.pher,Hebrew,1
H1614,brimstone,goph.rit,Hebrew,7
H1615,chalk,gir,Hebrew,1
H1616,sojourner,ger,Hebrew,94
H1617G,Gera,ge.ra,Hebrew,3
H1617H,Gera,ge.ra,Hebrew,4
H1617I,Gera,ge.ra,Hebrew,1
H1618,scab,ga.rav,Hebrew,3
H1619H,Gareb,ga.rev,Hebrew,1
H1620,berry,gar.gar,Hebrew,1
H1621,neck,gar.ge.rot,Hebrew,4
H1622,Girgashite,gir.ga.shi,Hebrew,7
H1623,to scrape,ga.rad,Hebrew,1
H1624,to stir up,ga.rah,Hebrew,17
H1625,cud,ge.rah,Hebrew,11
H1626,gerah,ge.rah,Hebrew,5
H1627,throat,ga.ron,Hebrew,8
H1628,Geruth,ge.rut,Hebrew,1
H1629,to cut off,ga.raz,Hebrew,1
H1630,[Mount] Gerizim,ge.ri.zim,Hebrew,4
H1631,axe,gar.zen,Hebrew,4
H1633A,to reserve,ga.ram,Hebrew,1
H1633B,to break bones,ga.ram,Hebrew,2
H1634,bone,ge.rem,Hebrew,5
H1635,bone,ge.ram,Hebrew,1
H1637,threshing floor,go.ren,Hebrew,39
H1638,to break,ga.ras,Hebrew,2
H1639,to dimish,ga.ra,Hebrew,22
H1640,to sweep away,ga.raph,Hebrew,1
H1641,to drag/chew/saw,ga.rar,Hebrew,6
H1642,Gerar,ge.rar,Hebrew,10
H1643,crushed grain,ge.re.s,Hebrew,2
H1644G,to drive out: drive out,ga.rash,Hebrew,38
H1644H,to drive out: divorce,ga.rash,Hebrew,9
H1645,produce,ge.resh,Hebrew,1
H1646,eviction,ge.ru.shah,Hebrew,1
H1647G,Gershom,ge.re.shom,Hebrew,6
H1647H,Gershom,ge.re.shom,Hebrew,6
H1648,Gershon,ge.re.shon,Hebrew,18
H1649,Gershonite,ge.re.shun.ni,Hebrew,13
H1650,Geshur,ge.shur,Hebrew,9
H1651,Geshurite,ge.shu.ri,Hebrew,6
H1652,to rain,ga.sham,Hebrew,1
H1653,rain,ge.shem,Hebrew,35
H1654,Geshem,ge.shem,Hebrew,4
H1655,body,ge.shem,Hebrew,8
H1656,rain,go.shem,Hebrew,1
H1657G,Goshen,go.shen,Hebrew,12
H1657H,Goshen,go.shen,Hebrew,3
H1658,Gishpa,gish.pa,Hebrew,1
H1659,to grope,ga.shash,Hebrew,2
H1660,wine press,gat,Hebrew,5
H1661,Gath,gat,Hebrew,33
H1662,Gath-hepher,gat ha.che.pher,Hebrew,4
H1663,Gittite,git.ti,Hebrew,10
H1664,Gittaim,git.ta.yim,Hebrew,2
H1665,Gittith,git.tit,Hebrew,3
H1673,Doeg,do.eg,Hebrew,15
H1675,to fly,da.ah,Hebrew,4
H1676,kite,da.ah,Hebrew,1
H1677,bear,dov,Hebrew,12
H1678,bear,dov,Hebrew,1
H1682,bee,de.vo.rah,Hebrew,4
H1683G,Deborah,de.vo.rah,Hebrew,1
H1683H,Deborah,de.vo.rah,Hebrew,9
H1684,to sacrifice,de.vach,Hebrew,1
H1685,sacrifice,de.vach,Hebrew,1
H1686,quano,div.yo.nim,Hebrew,1
H1687,sanctuary,de.vir,Hebrew,16
H1688A,Debir,de.vir,Hebrew,11
H1688B,Debir,lid.vir,Hebrew,1
H1688G,Debir,de.vir,Hebrew,1
H1688H,Debir,de.vir,Hebrew,1
H1689,Riblah,div.lah,Hebrew,1
H1690,fig cake,de.ve.lah,Hebrew,5
H1692,to cleave,da.vaq,Hebrew,54
H1693,to cleave,de.veq,Hebrew,1
H1694,joint,de.veq,Hebrew,3
H1695,cleaving,da.veq,Hebrew,3
H1696G,to speak: speak,da.var,Hebrew,1064
H1696H,to speak: subdue,da.var,Hebrew,3
H1696I,to speak: promise,da.var,Hebrew,81
H1697G,word,da.var,Hebrew,920
H1697H,word: speaking,da.var,Hebrew,42
H1697I,word: thing,da.var,Hebrew,314
H1697J,word: promised,da.var,Hebrew,26
H1697K,word: deed,da.var,Hebrew,78
H1697L,word: case,da.var,Hebrew,26
H1697M,word: because,da.var,Hebrew,33
H1697N,word: portion,da.var,Hebrew,8
H1697O,Chronicles,da.var,Hebrew,34
H1698,pestilence,de.ver,Hebrew,49
H1699A,pasture,do.ver,Hebrew,2
H1699B,statement,dib.ber,Hebrew,1
H1700,cause,div.rah,Hebrew,5
H1702,raft,do.ve.rot,Hebrew,1
H1703,word,dab.be.ret,Hebrew,1
H1704,Dibri,div.ri,Hebrew,1
H1705,Daberath,da.ve.rat,Hebrew,3
H1706,honey,de.vash,Hebrew,54
H1707,hump,dab.be.shet,Hebrew,1
H1708,Dabbesheth,dab.be.shet,Hebrew,1
H1709G,Fish [Gate],dag,Hebrew,4
H1709H,fish,dag,Hebrew,15
H1710,fish,da.gah,Hebrew,15
H1711,to multiply,da.gah,Hebrew,1
H1712,Dagon,da.gon,Hebrew,13
H1713A,to look,da.gal,Hebrew,1
H1713B,to set a banner,da.gal,Hebrew,3
H1714,standard,de.gel,Hebrew,14
H1715,grain,da.gan,Hebrew,40
H1716,to gather,da.gar,Hebrew,2
H1717,breast,dad,Hebrew,4
H1718,to go slowly,da.dah,Hebrew,2
H1719A,Dedan,de.dan,Hebrew,6
H1719C,Dedan,ro.dan,Hebrew,3
H1720,Dedanite,de.da.ni,Hebrew,1
H1722,gold,de.hav,Hebrew,23
H1723,Dehavite,de.ha.ye,Hebrew,1
H1724,to astonish,da.ham,Hebrew,1
H1725,to rush,da.har,Hebrew,1
H1726,rushing,da.ha.rah,Hebrew,2
H1728,fisher,dav.vag,Hebrew,4
H1729,fishhook,du.gah,Hebrew,1
H1731,pot,dud,Hebrew,8
H1732,David,da.vid,Hebrew,1076
H1733,aunt,do.dah,Hebrew,3
H1734G,Dodo,do.do,Hebrew,1
H1734H,Dodo,do.do,Hebrew,5
H1734I,Dodo,do.do,Hebrew,2
H1735,Dodavahu,do.da.va.hu,Hebrew,1
H1737,Dodai,do.day,Hebrew,1
H1740,to wash,du.ach,Hebrew,7
H1743,to beat,dukh,Hebrew,1
H1744,hoopoe,du.khi.phat,Hebrew,2
H1745,silence,du.mah,Hebrew,2
H1746H,Dumah,du.mah,Hebrew,1
H1747,silence,du.miy.yah,Hebrew,4
H1749,wax,do.nag,Hebrew,4
H1750,to dance,duts,Hebrew,1
H1752,to dwell,dur,Hebrew,1
H1753,to dwell,dur,Hebrew,25
H1754A,circle,dur,Hebrew,2
H1754B,ball,kad.dur,Hebrew,1
H1755,generation,dor,Hebrew,170
H1756G,Dor,dor,Hebrew,4
H1756H,Dor,dor,Hebrew,3
H1757,Dura,du.ra,Hebrew,1
H1758,to tread,dush,Hebrew,16
H1759,to tread,dush,Hebrew,1
H1760A,to thrust,da.chah,Hebrew,11
H1760B,to thrust,da.chach,Hebrew,1
H1761,diversion,da.cha.vah,Hebrew,1
H1762,falling,de.chi,Hebrew,2
H1764,millet,do.chan,Hebrew,1
H1765,to hasten,da.chaph,Hebrew,4
H1766,to crowd,da.chaq,Hebrew,2
H1767,sufficiency,day,Hebrew,39
H1769G,Dibon,di.von di.mon,Hebrew,8
H1769H,Dibon,di.von,Hebrew,1
H1770,to fish,dig,Hebrew,1
H1771,fisher,day.yag,Hebrew,2
H1772,hawk,day.yah,Hebrew,2
H1774,Dizahab,di za.hav,Hebrew,2
H1775,Dibon,di.mon,Hebrew,2
H1778,to judge,din,Hebrew,4
H1782,judge,day.yan,Hebrew,1
H1783,Dinah,di.nah,Hebrew,8
H1784,judge,di.na.ye,Hebrew,1
H1785,siegework,da.yeq,Hebrew,6
H1786,threshing,da.yish,Hebrew,1
H1790,crushed,dakh,Hebrew,4
H1796,pounding,do.khi,Hebrew,1
H1798,ram,de.khar,Hebrew,3
H1799B,record,da.khe.ran,Hebrew,2
H1800,poor,dal,Hebrew,47
H1801,to leap,da.lag,Hebrew,5
H1802,to draw [up/out],da.lah,Hebrew,5
H1803A,hair,dal.lah,Hebrew,2
H1803B,poor,dal.lah,Hebrew,6
H1804,to trouble,da.lach,Hebrew,3
H1805,bucket,de.li,Hebrew,2
H1806J,Delaiah,de.la.ya.hu,Hebrew,1
H1806K,Delaiah,de.la.ya.hu,Hebrew,2
H1807,Delilah,de.li.lah,Hebrew,6
H1808,branch,da.liy.yot,Hebrew,8
H1809,to languish,da.lal,Hebrew,9
H1811,to drip,da.laph,Hebrew,3
H1812,dripping,de.leph,Hebrew,2
H1814,to burn/pursue,da.laq,Hebrew,9
H1815,to burn,de.laq,Hebrew,1
H1816,inflammation,dal.le.qet,Hebrew,1
H1817A,door,dal,Hebrew,1
H1817B,door,da.lah,Hebrew,4
H1817C,door,de.let,Hebrew,86
H1818,blood,dam,Hebrew,363
H1822,destroyed,dum.mah,Hebrew,1
H1824,quiet,do.mi,Hebrew,4
H1826B,to wail,da.mam,Hebrew,1
H1826I,to silence: destroyed,da.mam,Hebrew,5
H1828,dung,do.men,Hebrew,6
H1834,Damascus,dam.me.seq,Hebrew,45
H1835G,Dan,dan,Hebrew,65
H1835H,Dan,dan,Hebrew,6
H1838,Dinhabah,din.ha.vah,Hebrew,2
H1839,Danite,da.ni,Hebrew,5
H1840G,Daniel,da.niy.yel da.ni.el,Hebrew,32
H1840H,Daniel,da.niy.yel da.ni.el,Hebrew,1
H1841H,Daniel,da.niy.yel da.ni.el,Hebrew,55
H1842,Jaan,ya.an,Hebrew,1
H1845,Deuel,de.u.el,Hebrew,4
H1846,to put out,da.akh,Hebrew,9
H1849,to beat,da.phaq,Hebrew,3
H1850,Dophkah,doph.qah,Hebrew,2
H1851,thin,daq,Hebrew,14
H1852,curtain,doq,Hebrew,1
H1854,to crush,da.qaq,Hebrew,13
H1855,to break up,de.qaq,Hebrew,10
H1856,to pierce,da.qar,Hebrew,11
H1858,mother-of-pearl,dar,Hebrew,1
H1859,generation,dar,Hebrew,4
H1861A,goad,dor.von,Hebrew,1
H1861B,goad,da.re.vo.nah,Hebrew,1
H1862,Darda,dar.da,Hebrew,1
H1863,thistle,dar.dar,Hebrew,2
H1864,south,da.rom,Hebrew,17
H1865,liberty,de.ror,Hebrew,8
H1866,swallow,de.ror,Hebrew,2
H1867G,Darius,da.re.ya.vesh,Hebrew,1
H1867H,Darius,da.re.ya.vesh,Hebrew,7
H1867I,Darius,da.re.ya.vesh,Hebrew,2
H1868G,Darius,da.re.ya.vesh,Hebrew,9
H1868H,Darius,da.re.ya.vesh,Hebrew,6
H1869,to tread,da.rakh,Hebrew,64
H1870G,way: conduct,de.rekh,Hebrew,348
H1870H,Way,de.rekh,Hebrew,1
H1870I,[King's] Highway,de.rekh,Hebrew,2
H1870J,way: direction,de.rekh,Hebrew,76
H1870K,way: road,de.rekh,Hebrew,144
H1870L,way: journey,de.rekh,Hebrew,158
H1871,drachma,dar.ke.mon,Hebrew,4
H1872,arm,de.ra,Hebrew,1
H1876,to sprout,da.sha,Hebrew,2
H1877,grass,de.she,Hebrew,14
H1883,grass,de.te,Hebrew,2
H1885,Dathan,da.tan,Hebrew,10
H1886,Dothan,do.tan,Hebrew,3
H1887,behold,he,Hebrew,2
H1888A,behold,ha,Hebrew,1
H1888B,behold!,he,Hebrew,1
H1889,Aha!,he.ach,Hebrew,12
H1890,gift,hav.hav,Hebrew,1
H1891,to become vain,ha.val,Hebrew,5
H1892,vanity,he.vel,Hebrew,73
H1893,Abel,he.vel,Hebrew,8
H1894,ebony,ha.ve.ni,Hebrew,4
H1895,to divide,ha.var,Hebrew,4
H1896,Hegai,he.ge,Hebrew,4
H1898,to remove,ha.gah,Hebrew,3
H1903,suitable,ha.gin,Hebrew,1
H1904,Hagar,ha.gar,Hebrew,12
H1905,Hagri,hag.ri,Hebrew,6
H1907,counselor,had.da.var,Hebrew,4
H1908G,Hadad,ha.dad,Hebrew,4
H1908H,Hadad,ha.dad,Hebrew,2
H1908I,Hadad,ha.dad,Hebrew,6
H1909,Hadadezer,ha.dad.e.zer,Hebrew,9
H1910,Hadad-rimmon,ha.dad.rim.mon,Hebrew,2
H1911,to stretch out,ha.dah,Hebrew,1
H1912,India,hod.du,Hebrew,2
H1913B,Hadoram,ha.do.ram,Hebrew,1
H1913G,Hadoram,ha.do.ram,Hebrew,1
H1915,to tread down,ha.dakh,Hebrew,1
H1916,footstool,ha.dom,Hebrew,6
H1917,piece,had.dam,Hebrew,2
H1918,myrtle,ha.das,Hebrew,6
H1919,Hadassah,ha.das.sah,Hebrew,1
H1920,to thrust,ha.daph,Hebrew,11
H1922,to honor,ha.dar,Hebrew,3
H1923,honor,ha.dar,Hebrew,3
H1924,Hadar,ha.dar,Hebrew,1
H1928,Hadarezer,ha.dar.e.zer,Hebrew,12
H1929,alas!,hah,Hebrew,1
H1930,Ah!,ho,Hebrew,2
H1933A,to fall,ha.va,Hebrew,1
H1933B,to be,ha.vah,Hebrew,5
H1938H,Hodaviah,ho.dav.yah,Hebrew,1
H1941G,Hodiah,ho.diy.yah,Hebrew,3
H1943,misfortune,ho.vah,Hebrew,3
H1944,Hoham,ho.ham,Hebrew,1
H1945,woe!,hoy,Hebrew,51
H1946,to go,hukh,Hebrew,4
H1949,to make noise,hum,Hebrew,5
H1951,be ready,hun,Hebrew,1
H1954G,Hoshea,ho.she.a,Hebrew,8
H1954J,Hosea,ho.she.a,Hebrew,3
H1954K,Hoshea,ho.she.a,Hebrew,3
H1955H,Hoshaiah,ho.sha.a.yah,Hebrew,2
H1957,to dream,ha.zah,Hebrew,1
H1958,woe,hi,Hebrew,1
H1961,to be,ha.yah,Hebrew,3612
H1963,how?,hekh,Hebrew,2
H1964G,temple,he.khal,Hebrew,56
H1964H,temple: palace,he.khal,Hebrew,12
H1964I,temple: nave,he.khal,Hebrew,12
H1965G,temple,he.khal,Hebrew,8
H1965H,temple: palace,he.khal,Hebrew,5
H1967,Hemam,he.mam,Hebrew,1
H1968G,Heman,he.man,Hebrew,2
H1968I,Heman,he.man,Hebrew,14
H1969,hin,hin,Hebrew,22
H1970,to wrong,ha.khar,Hebrew,1
H1971,look,hak.ka.rah,Hebrew,1
H1972,to cast far off,ha.la,Hebrew,1
H1973,further,ha.le.ah,Hebrew,16
H1975,this,hal.laz,Hebrew,7
H1977,this,hal.le.zu,Hebrew,1
H1978,step,ha.likh,Hebrew,1
H1979,walk,ha.li.khah,Hebrew,9
H1980H,to go: come,ha.lakh,Hebrew,53
H1980I,to go: walk,ha.lakh,Hebrew,335
H1980J,to go: take,ha.lakh,Hebrew,37
H1980K,to go: come!,ha.lakh,Hebrew,53
H1980L,to go: continue,ha.lakh,Hebrew,44
H1980M,to go: journey,ha.lakh,Hebrew,11
H1980N,to go: follow,ha.lakh,Hebrew,84
